#Enter lib upload/conversion:
#0:00:02.692218
#Enter library dictionary upload:
#0:00:57.012646
#enter spectra comparison:
#0:02:10.741155
Index,TimeElapsed,NumPeaks,ExpPrecursorMz,NumLibrarySpectra
100,16.075335259000013,141,500.0,782
200,25.59820701999999,158,600.0,1128
300,26.307218886000015,152,700.0,983
400,22.296816112999977,344,800.0,729
500,17.904293974000012,461,900.0,474
600,12.460102815999988,222,1000.0,347
700,23.65905780700001,1002,500.0,782
800,47.622042592000014,907,600.0,1128
900,43.46629235199998,1302,700.0,983
1000,31.809677399999998,686,800.0,729
1100,18.195694516000003,238,900.0,474
1200,10.511648799,119,1000.0,347
1300,26.69860154600002,1204,500.0,782
1400,45.27164561799998,1080,600.0,1128
1500,40.54611856500003,864,700.0,983
1600,29.18310579699994,636,800.0,729
1700,18.880802359000086,415,900.0,474
1800,11.127820959999895,90,1000.0,347
1900,27.285620308000034,1587,500.0,782
2000,46.158760207,1493,600.0,1128
2100,40.08294205000004,865,700.0,983
2200,29.679213346999973,770,800.0,729
2300,17.683261904999995,214,900.0,474
2400,9.722645341999964,37,1000.0,347
2500,26.030831504000048,963,500.0,782
2600,42.504102458000034,1328,600.0,1128
2700,37.760664625000004,489,700.0,983
2800,25.170049285999994,329,800.0,729
2900,15.103560544999937,59,900.0,474
3000,10.258215111000027,40,1000.0,347
3100,20.489230496000005,745,500.0,782
3200,34.78284833700002,762,600.0,1128
3300,30.61465507799994,178,700.0,983
3400,20.729919652000035,162,800.0,729
3500,14.123369727999943,57,900.0,474
3600,9.45197185699999,33,1000.0,347
3700,14.824400740000101,271,500.0,782
3800,27.512874522999937,284,600.0,1128
3900,27.766658590000134,243,700.0,983
4000,21.480711537999923,113,800.0,729
4100,14.141553857999952,51,900.0,474
4200,10.003382516000102,36,1000.0,347
4300,21.152945371999976,700,500.0,782
4400,44.38282809999987,1673,600.0,1128
4500,42.49744795700008,925,700.0,983
4600,27.949922644000026,142,800.0,729
4700,14.725765161000027,47,900.0,474
4800,9.54942008099988,41,1000.0,347
4900,26.92416735300003,1450,500.0,782
5000,50.237456759999986,1645,600.0,1128
5100,44.16861811600006,798,700.0,983
5200,29.148444329000085,275,800.0,729
5300,17.91292425199981,61,900.0,474
5400,11.95758128500006,45,1000.0,347
5500,31.01378223000006,1301,500.0,782
5600,45.29033963799998,927,600.0,1128
5700,38.7559867519999,706,700.0,983
5800,31.09477472100002,311,800.0,729
5900,15.234986645000163,67,900.0,474
6000,9.535347395999906,38,1000.0,347
6100,17.354407737999964,219,500.0,782
6200,27.324689619000083,72,600.0,1128
6300,25.37250413599986,60,700.0,983
6400,19.623700219000057,46,800.0,729
6500,13.58366097499993,50,900.0,474
6600,9.619493826000053,39,1000.0,347
6700,13.218236727999965,43,500.0,782
6800,24.25667492299999,42,600.0,1128
6900,24.73310506100006,44,700.0,983
7000,18.3968810450001,38,800.0,729
7100,14.029558180999857,38,900.0,474
7200,9.453014394000093,43,1000.0,347
#7200
#Complete
#0:31:40.591479
#enter csodiaq output filtering:
#0:31:41.951804
#Complete
#0:32:02.898684
#enter csodiaq ppm spread file creation:
#0:32:03.255637
#Complete
#0:34:58.926446
#Enter lib upload/conversion:
#0:36:26.148857
#Enter library dictionary upload:
#0:37:18.588258
#enter spectra comparison:
#0:38:33.463590
Index,TimeElapsed,NumPeaks,ExpPrecursorMz,NumLibrarySpectra
100,9.47359950300006,141,500.0,782
200,11.787551658000211,158,600.0,1128
300,11.782714868999847,152,700.0,983
400,11.02363351799977,344,800.0,729
500,9.376099489000353,461,900.0,474
600,6.532330437999917,222,1000.0,347
700,12.508216013000037,1002,500.0,782
800,23.69458527500001,907,600.0,1128
900,22.753482530999918,1302,700.0,983
1000,16.276876729999913,686,800.0,729
1100,9.247650424999847,238,900.0,474
1200,5.800756855000145,119,1000.0,347
1300,14.824190327999986,1204,500.0,782
1400,24.604705530000047,1080,600.0,1128
1500,21.623460281999996,864,700.0,983
1600,14.853855537000072,636,800.0,729
1700,9.796259885999916,415,900.0,474
1800,5.635426925000047,90,1000.0,347
1900,15.065002722999907,1587,500.0,782
2000,24.918171326999982,1493,600.0,1128
